CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Credit_Utilization_Ratio,Avg_Transaction_Value,Monthly_Transaction_Frequency,Transaction_Change_Ratio,Amount_Change_Ratio,Credit_To_Transaction_Ratio,Inactivity_Score,Relationship_Depth_Score,Contact_Intensity
804424383,Existing Customer,63,M,1,Unknown,Married,$60K - $80K,Blue,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,0.00018558,0.99981,0.09887420460107685,47.6,3.3333333333333335,1.3793103448275863,1.427500374868796,5.365021008403361,0.25,75.0078228391359,0.16666666666666666
718813833,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,0.00012144,0.99988,0.0,58.44444444444444,1.5,1.3235294117647058,1.4266341198806618,9.600760456273765,0.16666666666666666,63.009648072260674,0.16666666666666666
806624208,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,42,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,7.6642e-06,0.99999,0.2846394984326019,27.5,3.1666666666666665,1.3768115942028987,1.4266211604095562,4.578947368421052,0.0,77.50944102467437,0.0
778348233,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,0.00021834,0.99978,0.6578278241917908,41.52,2.0833333333333335,1.3513513513513513,1.4266080263881256,2.6522157996146434,0.16666666666666666,58.96875442460661,0.25
712991808,Existing Customer,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,0.00012458,0.99988,0.689514483884129,61.38461538461539,2.1666666666666665,1.3541666666666667,1.4272938651404043,1.5357142857142858,0.4166666666666667,63.511524569755004,0.08333333333333333
709029408,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,5.7762e-05,0.99994,0.2820800179311891,66.20833333333333,2.0,1.3483146067415732,1.4272882421629391,5.615481434864694,0.08333333333333333,63.41123141317824,0.16666666666666666
788658483,Existing Customer,53,F,2,College,Married,Less than $40K,Blue,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,0.00018612,0.99981,0.5622641509433962,50.392857142857146,2.3333333333333335,1.3592233009708738,1.4271265297865885,1.8781006378454996,0.16666666666666666,69.22365311656046,0.25
787937058,Existing Customer,58,M,0,Graduate,Married,$80K - $120K,Blue,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,9.7673e-05,0.9999,0.13508562325766627,53.791666666666664,2.0,1.3483146067415732,1.4269923731623744,9.725019364833463,0.16666666666666666,76.57789807984491,0.16666666666666666
715318008,Existing Customer,55,F,1,College,Single,Less than $40K,Blue,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,6.2639e-05,0.99994,0.54375,32.72093023255814,3.5833333333333335,1.3826366559485532,1.4271224262095548,2.501776830135039,0.16666666666666666,69.04489972984257,0.08333333333333333
713962233,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0.00019864,0.9998,0.757166392092257,50.729729729729726,3.0833333333333335,1.3754646840148699,1.4274849798463762,1.6169419286094833,0.16666666666666666,74.25058077322235,0.25
785432733,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0.00035532,0.99964,0.0,43.90909090909091,1.8333333333333333,1.3414634146341464,1.4264619019492026,15.976190476190476,0.25,55.91362037375377,0.25
715190283,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,0.00016883,0.99983,0.24128540305010893,52.285714285714285,2.3333333333333335,1.3592233009708738,1.4271787872879704,2.5081967213114753,0.25,68.05698644989378,0.16666666666666666
708300483,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,0.9978,0.00219708,0.07675716823141335,44.0,1.3333333333333333,1.3114754098360657,1.4256784123126773,11.196022727272727,0.3333333333333333,72.90122240409191,0.25
827111283,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0.00011811,0.99988,0.017825201998396347,39.607142857142854,2.3333333333333335,1.3592233009708738,1.4267335649041555,29.238954012623985,0.16666666666666666,60.72365311656045,0.16666666666666666
758551608,Existing Customer,51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,2.2331e-05,0.99998,0.35519742143432714,48.107142857142854,2.3333333333333335,1.3592233009708738,1.427057951054137,4.606533036377134,0.08333333333333333,68.89031978322711,0.0
773146383,Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0.00015785,0.99984,0.14545769764216365,53.21212121212121,2.75,1.3692946058091287,1.4274101772069585,9.854214123006834,0.16666666666666666,66.6421551050536,0.25
778493808,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,6.9242e-05,0.99993,0.0,54.875,2.6666666666666665,1.3675213675213675,1.4274101772069585,2.224373576309795,0.16666666666666666,70.01132029561532,0.08333333333333333
720572508,Existing Customer,38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,0.00031726,0.99968,0.20905391658189218,45.30434782608695,1.9166666666666667,1.3450292397660821,1.4266155531215772,9.433781190019193,0.25,52.337750737247845,0.25
712661433,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0.00020643,0.99979,0.0,51.57142857142857,2.3333333333333335,1.3592233009708738,1.4271595176912435,23.90304709141274,0.16666666666666666,58.556986449893785,0.25
789172683,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,6.0759e-05,0.99994,0.6263688129653964,64.48148148148148,2.25,1.35678391959799,1.427400180372223,1.3113153360137852,0.16666666666666666,75.70728181957017,0.0
738406533,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0.0001546,0.99985,0.792778649921507,63.666666666666664,2.25,1.35678391959799,1.4273852030225027,1.4822571262361839,0.16666666666666666,69.20728181957017,0.16666666666666666
799723908,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0.00030516,0.99969,0.07374858669955803,45.074074074074076,2.25,1.35678391959799,1.4268964708641108,15.98849630238291,0.25,66.54061515290348,0.25
771490833,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,3.031e-05,0.99997,0.2585879873551106,28.5,3.3333333333333335,1.3793103448275863,1.4267834793491865,4.162280701754386,0.08333333333333333,73.67448950580257,0.08333333333333333
720756708,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0.00020516,0.99979,0.5907704042715485,62.6,2.5,1.3636363636363635,1.4274855579203407,1.3961661341853036,0.25,74.72160330073511,0.16666666666666666
779471883,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,0.99028,0.00972,0.561774316901898,37.10526315789474,1.5833333333333333,1.3286713286713288,1.4256825075834179,2.040141843971631,0.25,56.52081444184583,0.08333333333333333
711525033,Existing Customer,66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0.00018134,0.99982,0.6871649321980448,51.21052631578947,3.1666666666666665,1.3768115942028987,1.427523474178404,1.629496402877698,0.3333333333333333,73.50944102467437,0.16666666666666666
712813458,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,4.6151e-05,0.99995,0.12735920659818853,40.4,2.9166666666666665,1.3725490196078431,1.427129592248688,13.976661951909477,0.16666666666666666,67.04510400398226,0.0
714374133,Attrited Customer,56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,0.99671,0.00329379,0.0,40.13333333333333,1.25,1.3043478260869565,1.425189393939394,26.194352159468437,0.25,48.96373080384675,0.25
717891558,Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0.00022797,0.99977,0.667070952092177,32.875,2.6666666666666665,1.3675213675213675,1.4266341198806618,3.134980988593156,0.3333333333333333,72.84465362894865,0.16666666666666666
716632758,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,4.3568e-05,0.99996,0.8433261955745895,32.375,3.3333333333333335,1.3793103448275863,1.4269972451790636,2.1637065637065636,0.16666666666666666,61.67448950580256,0.0
768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0.00019683,0.9998,0.4217137729923733,49.10344827586207,2.4166666666666665,1.3615023474178405,1.4271397073561836,3.13061797752809,0.16666666666666666,72.22816770858026,0.25
711427458,Existing Customer,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,5.6861e-05,0.99994,0.1559062649450024,54.36,2.0833333333333335,1.3513513513513513,1.4270713010605902,4.6158940397351,0.08333333333333333,63.302087757939944,0.16666666666666666
714091983,Existing Customer,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0.00035539,0.99964,0.5254796163069544,43.25925925925926,2.25,1.35678391959799,1.426826288785732,2.856164383561644,0.3333333333333333,63.5406151529035,0.25
787584108,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0.00021834,0.99978,0.5867287543655413,33.24242424242424,2.75,1.3692946058091287,1.4267134867993239,3.132178669097539,0.16666666666666666,71.97548843838692,0.25
712030833,Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,0.99823,0.00177065,0.0,46.06666666666667,1.25,1.3043478260869565,1.4256240973798227,49.95079594790159,0.3333333333333333,51.79706413718009,0.3333333333333333
711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0.00027604,0.99972,0.21110361120485993,47.0,2.3333333333333335,1.3592233009708738,1.42702233788766,4.503039513677812,0.25,66.72365311656046,0.25
710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0.00026824,0.99973,0.08774053512543306,49.07692307692308,2.1666666666666665,1.3541666666666667,1.4269738313576381,18.775078369905955,0.3333333333333333,55.511524569755004,0.16666666666666666
708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0.00011065,0.99989,0.11089995927786073,56.04347826086956,1.9166666666666667,1.3450292397660821,1.4269899258275214,11.430566330488752,0.16666666666666666,67.00441740391452,0.16666666666666666
788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0.00015398,0.99985,0.043892687449298876,40.40625,2.6666666666666665,1.3675213675213675,1.4269948129345549,26.69450889404486,0.08333333333333333,67.17798696228198,0.3333333333333333
807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0.00029411,0.99971,0.27597205346294046,38.65714285714286,2.9166666666666665,1.3725490196078431,1.4270646556270437,4.866223207686622,0.25,78.3784373373156,0.25
788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0.00031104,0.99969,0.7044145873320538,40.42857142857143,2.3333333333333335,1.3592233009708738,1.426770859591631,1.8409893992932862,0.25,63.556986449893785,0.25
711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0.00011382,0.99989,0.6561944279786603,98.23529411764706,1.4166666666666667,1.3178294573643412,1.4273504273504274,1.0101796407185628,0.16666666666666666,51.470837969687246,0.16666666666666666
717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0.00016471,0.99984,0.05256916996047431,55.8,1.25,1.3043478260869565,1.4261373317430568,30.22700119474313,0.16666666666666666,66.63039747051342,0.16666666666666666
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0.00020077,0.9998,0.051077761038359024,37.80487804878049,3.4166666666666665,1.3804713804713804,1.427255985267035,22.268387096774195,0.16666666666666666,68.24796841963791,0.25
720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0.00030251,0.9997,0.4666064981949459,42.77777777777778,3.0,1.3740458015267176,1.427247451343837,1.438961038961039,0.25,73.6514834407746,0.25
719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0.00017969,0.99982,0.697594501718213,59.80952380952381,1.75,1.337579617834395,1.4269484208134515,2.31687898089172,0.16666666666666666,65.6373003622142,0.25
820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0.00012082,0.99988,0.06668703356173351,39.82857142857143,2.9166666666666665,1.3725490196078431,1.4271089271089272,16.43687230989957,0.16666666666666666,74.21177067064893,0.16666666666666666
789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0.00027607,0.99972,0.07946692991115499,55.875,2.0,1.3483146067415732,1.4270511865488986,18.129753914988815,0.25,59.57789807984491,0.25
712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0.00017987,0.99982,0.28736722306525037,39.06060606060606,2.75,1.3692946058091287,1.4269899258275214,4.089992242048099,0.25,69.80882177172026,0.16666666666666666
804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0.00022797,0.99977,0.3595714285714286,48.34782608695652,1.9166666666666667,1.3450292397660821,1.4267385168078008,6.294964028776978,0.3333333333333333,69.67108407058117,0.16666666666666666
714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0.00023192,0.99977,0.25589656152316,41.03508771929825,4.75,1.3936430317848412,1.427699444546176,3.008978195810175,0.3333333333333333,68.29791915085546,0.16666666666666666
779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,5.7151e-05,0.99994,0.7188485804416404,63.82608695652174,1.9166666666666667,1.3450292397660821,1.4271825782617151,1.7275204359673024,0.08333333333333333,66.67108407058117,0.16666666666666666
710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0.00017987,0.99982,0.06570024910047052,38.114285714285714,2.9166666666666665,1.3725490196078431,1.4270432178005992,21.667166416791606,0.25,74.71177067064893,0.16666666666666666
715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,8.3212e-05,0.99992,0.19785222364888524,35.53658536585366,3.4166666666666665,1.3804713804713804,1.4271721030463318,5.879890185312285,0.3333333333333333,69.08130175297126,0.0
715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0.00011743,0.99988,0.04441418472592421,55.275862068965516,2.4166666666666665,1.3615023474178405,1.4272994390526224,21.532127261384904,0.16666666666666666,71.89483437524692,0.16666666666666666
711013983,Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,0.99763,0.00236635,0.0,51.25,1.0,1.2765957446808514,1.425260718424102,3.508943089430894,0.3333333333333333,54.72782172364492,0.25
755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0.00028395,0.99972,0.13984012631994475,53.4,1.6666666666666667,1.3333333333333333,1.426663104461662,9.487827715355806,0.25,63.007035718676235,0.25
